score,title,user_name,user_country,review_date,is_verified,review_body,airline,seat,aircraft,layout
5,never fly with Emirates again,Carol Browning,Australia,10th October 2015,,I will never fly with Emirates again. The aisle was very narrow as were the seats on this Boeing 777 with 3x4x3 layout. I had to tuck my elbows tightly into my sides to eat my meal. The food was awful. The selection was far from ideal. We did 4 flights over a month and each leg was the same.,Emirates ,Economy Class,Boeing 777,3x4x3
8,"okay, but nothing great",David Lipshut,Australia,28th September 2015,,"We were in 2 middle seats on the aisle (20F/G). The seats are narrow. I'm not big (170cm) but my elbows could not fit within the width of the seat; I had to use the armrests. This was fine with my wife, but awkward with my other neighbor until they worked out that I was happy with the back of the armrest and they were happy with the front. The distance to the seat in front is not great, but allows for things in the seat pocket without hitting them with your knees. If the person in front reclines a little, all is okay. But, if they recline as far as the seat goes - well, there's just no way you can eat or lean forward to read. Overall, okay, but nothing great.",Emirates ,Economy Class,Boeing 777-200ER,3x4x3
6,the seat had ample legroom ,Shehryar Awan,Pakistan,17th September 2015,,"ISB-DXB and DXB-ISB. The outbound flight was excellent, with the new Y seats, the seat had ample legroom and a great recline. For a short 3 hour flight, this was the perfect Economy class. The return was something different. We got the old cabin, and as soon as I sat down, the difference was felt. The legroom was limited, the IFE was not working. My seat covers were torn and worse, the seat didn't recline due to the plane being so old. I got broken, sub-standard earphones, which I attempted to use on the seat next to me, but was surprised to find the whole row TV's were inactive.",Emirates ,Economy Class,Boeing 777-300ER,3x4x3
10,spacious cabin and seats on A380,J Tinning,Australia,14th September 2015,,Spacious cabin and seats on this Emirates A380. Power for devices available and good seat pitch with recline. It feels more roomy towards the far aft of the Airbus - rows 80-88 are most spacious in comparison to further forwards of the main deck.,Emirates ,Economy Class,A380,3x4x3
10,a lot of leg room and space,J Tinning,Australia,14th September 2015,,"Good seating on Emirates Boeing 777-200LR, a lot of leg room and space. I took row 38, where the cabin narrows and the far left and right sides of the cabin and pairs of seats instead of trios. Definitely was comfortable for the 11 hour section. Power available for USB and main adapters for wall plugs - most countries.",Emirates ,Economy Class,Boeing 777-200LR,3x4x3
3,"horrible, very cramped seating",Joan Sharkey,Ireland,10th September 2015,,"Absolutely horrible, very cramped seating and I am only 5'3"" so legroom was ok - but when you are surrounded by large people who try to invade your personal space because you're little, it can get frustrating. I am sure it is just as frustrating for larger people but I found no respect for my personal space, my seat mate was obnoxious. Plane was jam packed, temperature was inconsistent and food was of poor quality. Flight attendants didn't ask passengers to put their seats in the upright position for dinner service. Entertainment system is difficult to use, some functions work with touch screen but others only seem to work with the remote. Lots of movies and tv shows on offer but nothing to write home about. The headphones they supply are useless, bring your own headphones or earbuds. There was trash in my seat pocket and old chewing gum under the armrest. 3 out of 10 because it got me where I needed to go but don't think I'll fly economy with Emirates again.",Emirates ,Economy Class,Boeing 777-300ER,3x4x3
7,very basic and bland,A Bull,United Kingdom,18th August 2015,,"Manchester to Dubai to SriLanka return. Each flight was delayed, each flight except final return had delayed landing due to airport being busy. One just circling for 1 hour. The seats were comfortable, good leg room and recline. Food, first meal lukewarm. Very basic and bland. IFE was good but sound not always good. We also were given meal vouchers because of the long wait at Dubai. The delays were tiring, I've been less tired on a 13 hour flight.",Emirates ,Economy Class,Boeing 777 / A330,3x4x3 & 2x4x2
8,seats were quite comfortable,A Wong,Canada,11th August 2015,,"I boarded the Emirates B777-300ER in July three times, in each case with a new plane, but I saw two different types of seats. Both are 17 inch width seats, which can get quite cramped, however on both versions, the IFE worked very well. Seats were quite comfortable, I was able to sleep reasonably well on them, and I didn't wake up to the unpleasant back pain that I was expecting. The stickers that they provide to tell FAs when to wake passengers up are also a very nice touch. While I like to rest undisturbed on the flight, I almost always worry about missing the in-flight meal.",Emirates ,Economy Class,Boeing 777-300ER,3x4x3
3,the service has deteriorated,Dick Sims,Australia,6th August 2015,,"I have traveled between Sydney and Bangkok about 3 or four times a year for the past 10 years and most of the time I fly Emirates. However, since Emirates entered into a code share arrangement with Qantas the service has deteriorated and the benefits associated with skywards membership such as upgrades out of Sydney are not worth bothering about. In addition on my recent trip the check-in staff person added the weight of my carry on bag to the luggage weight (I went to another check-in counter). The Boeing 777 was an older plane and lacked some of the refinements like USB and power but was quite okay.",Emirates ,Economy Class,Boeing 777,3x4x3
4,seat doesn't provide much support,A Thalenfeld,Norway,6th August 2015,,"The Boeing 777-300 that Emirates flies has a 3x4x3 layout which doesn't do wonders to the seat. However, legroom is ok, so that helps. Unfortunately, the seat doesn't provide much support. The benefits are large IFE screen, which is good.",Emirates ,Economy Class,Boeing 777,3x4x3
2,had a very uncomfortable journey,S Wood,United Kingdom,2nd August 2015,,"I flew from Manchester to Kuala Lumpur via Dubai and return. The second time I have done this particular route. Not only has the standard of the food deteriorated but also the standard of cabin service by Emirates staff.  I felt they had no interest in the passengers at all. On my return journey, when I boarded the plane at KL the young woman in front of me had already fully reclined her seat and it was quite difficult to squeeze into mine. When preparing for take off the stewardess didn't even notice the reclining seat. They really don't check properly. As far as I am concerned when the person in front of you fully reclines their seat they are invading the space of the person sat behind. Because of this I had a very uncomfortable 12 hour journey to Dubai. ",Emirates ,Economy Class,A330,2x4x2
8,aircraft was clean and tidy,Umair Tanvir,United Kingdom,25th July 2015,,"The aircraft was clean and tidy - inflight entertainment was very good, seating with 3x4x3 layout. The staff were nice but having asked to give a glass of water before takeoff, the staff didnt bother and totally forgotten. ",Emirates ,Economy Class,Boeing 777-300ER,3x4x3
3,not impressed at all,M Haeusler,Australia,25th July 2015,,"Heard a lot of good things about Emirates from other people. Not impressed at all. Flew Melbourne to Singapore return, both flights my husband and I were allocated the 2 middle seats in the row of 4.  Cramped seating. Average food and service.",Emirates ,Economy Class,Boeing 777,3x4x3
8,the service wasn't fantastic,Jon Aindow,United Kingdom,29th May 2015,,Just returned from a 3 week break to Oz Manchester to Brisbane (via Dubai) Sydney to Manchester (Via Dubai). The service wasn't fantastic from all the cabin crew the meals weren't fine dining and improvements can be made but I would recommend Emirates A380 services to others. We sat all 4 legs in 59 ABC in order to have the most stable journey so didn't test the levels down the length of this massive aircraft however what we received was extremely good. I interacted with around 20 flight attendants during these 4 legs and 18 were great it's funny how 2 from 20 will stick out more in my mind. We had an hour circling prior to landing in Dubai due to congestion and then 3 hours later had an hour sat on stand waiting for a slot due to congestion.,Emirates ,Economy Class,AIRBUS A380,3x4x3
1,ruined by the ignorance of other travellers,J Jinks,United Kingdom,29th May 2015,,Why pay for flights which are totally ruined by the ignorance of other travellers who make full use of their recliner? Is it really acceptable that as soon as you get on a flight you fully recline your seat for the whole journey straight into the face of the traveller behind. Cabin crew do nothing can't see the screen struggling to eat struggle to get out to use the bathroom. This happens every time. Enough either ban the recliner or make them pay more for the space they use up.,Emirates ,Economy Class,AIRBUS A380,3x4x3
3,shocked with the decline in service,N Radford,United Kingdom,29th May 2015,,BHX-DXB-SIN-BNE return not flown on Emirates since 2010. I was shocked with the decline in the service onboard the food was awful trays were not removed quick enough and the cabin crew in my opinion not attentive enough.,Emirates ,Economy Class,BOEING 777,3x4x3
4,very very disappointed,C Peters,United Kingdom,29th May 2015,,GLA-DXB-BKK First time with Emirates and was looking forward to the flights. Very very disappointed. Squeezed in like sardines on both aircraft making the seats very narrow and ultimately uncomfortable. Travelled on 777-300 numerous times on long haul with a 3x3x3 configuration which was very good - Emirates 3x4x3 is a joke. Again huge letdown with the A380 seating arrangement. Priority seems to be numbers and not passenger comfort with Emirates - just don't get all the hype. Entertainment was great but I would far rather have seat comfort and a bit of room to move around in and an 'average' entertainment system than the other way around. Will use Thai Eva or Qatar next time even though it will cost a little more.,Emirates ,Economy Class,AIRBUS A380/BOEING 777,3x4x3
1,not much more room than cheap airline,Paul Nelson,United Kingdom,23rd March 2015,,Not much more room than cheap airline. Thin seat. If in aisle seat and your leg is slightly protruding it will get a whack every time the trolley passes (with no apology).,Emirates ,Economy Class,BOEING 777,3x4x3
4,cabin crew appeared thoroughly disinterested,Peter Grimshaw,United Kingdom,22nd March 2015,,LHR-DXB-DAR return. On the first leg the cabin crew appeared thoroughly disinterested. When eventually the meal reached Row 76 it was luke warm. The drinks trolley arrived as we were finishing the meal and tea and coffee was not offered. Landing at DXB was delayed for over one hour by a duststorm that we understood had been raging for several days. We boarded the B777 for DXB-DAR on time only to sit on the stand for some two hours whilst other flights were given greater priority to take off in the limited visibility caused by the duststorm. To be fair the flight and service on this leg was quite reasonable once airborne. However we arrived at DAR so late that we had missed our onward flight to ZNZ and had to pay for a replacement and to add to the stress Emirates had opted to leave one of our bags either at LHR or DXB. The return from DAR-DBX was good but the having boarded the A380 at DBX very efficiently the departure from the stand on the DXB-LHR was delayed for an hour due to a medical emergency (obviously not Emirates fault). Once airborne it was again evident that the cabin crew simply cannot cope with the number of passengers a fully loaded A380 and once again service did not match expectations. From past experience Emirates has always warranted its 4 star rating but standards have clearly slipped in recent time and that is no longer the case. We will need to find an alternative airline for our next trip to DAR/ZNZ,Emirates ,Economy Class,AIRBUS A380/BOEING 777,3x4x3
8,most comfortable long haul flight,H Adams,Australia,1st March 2015,,This was the most comfortable long haul flight I've ever taken. Oslo to Dubai. The seats were pleasantly squishy my elbow wasn't jogged when folks walked down the aisle and there was plenty of room between my knees and the back of the chair in front (I'm only 163cm) but there was several inches clearance. My kid could squeeze past me when visiting the toilet rather than me having to get out of the chair. The food was pleasant the staff service was excellent.,Emirates ,Economy Class,BOEING 777-300ER,3x4x3
5,seats were poor with little room,R Ford,United Kingdom,25th February 2015,,Six flights from Glasgow to Sydney and back. The seats were poor with little room. The cabin was noisy cramped and the service was poor. To top it off the meals were barely edible. How can you give this airline 4 stars. Thankfully the entertainment system was top notch. next time I will fly long haul from London on the A380 and never again on a Boeing 777 in this configuration.,Emirates ,Economy Class,BOEING 777,3x4x3
9,seat is quite comfortable,C Diehl,Germany,9th February 2015,,MUC-DXB-MUC. Both legs on an aisle seat. Seat is quite comfortable and provides enough support for a 6 to 7 hours trip. IFE has a wide choice of movies and series games and so on. Food is good on both legs two choices of main course available. Crew friendly and spot on drinks served through the flight.,Emirates ,Economy Class,AIRBUS A380,3x4x3
2,seat has restricted legroom,K Mclernon,United Kingdom,28th January 2015,,Dubai to Dublin - booked in 9.30 for 14.55 flight in hope of getting good seat I was given seat 17A. I found this seat has restricted legroom due to bulkhead. Beside me I had a large gentleman with 6 month baby and a lady on the outside. Before take off I complained to cabin crew who promised to sort out after take of. This and three further requests to be reseated where ignored so I eventually found myself another seat. I found the staff of this flight the worst I have ever flown with.,Emirates ,Economy Class,BOEING 777,3x4x3
5,will never use Emirates again,Helen Monk,United Kingdom,28th January 2015,,Took 4 flights with Emirates over last 3 weeks - all long haul. Every one was late. The service particularly on the A380 was terrible as was the food on every trip. They were so late on both our legs out to Africa via Dubai we missed our domestic flight out of Dar Es Salaam and it cost us another $560 to get on another. Emirates stance is hard luck. We travel extensively and we will never use Emirates again. We hadn't used them for some years as we were not impressed then and had hoped that they had improved - alas they have deteriorated even more.,Emirates ,Economy Class,AIRBUS A380/BOEING 777,3x4x3
4,seats very hard with no support,B Avenell,United Kingdom,28th January 2015,,Seats very hard with no support. Probably ok for a short journey but even with extra leg room it was uncomfortable for me as average height on a 7 plus hour journey. We had seat row 80 to our destination and row 51 on the way back.,Emirates ,Economy Class,AIRBUS A380,3x4x3
2,seat was very uncomfortable,S Ford,Australia,28th January 2015,,Dubai to Melbourne on Qantas codeshare flight. Seat was very uncomfortable and felt like padding was worn down to nothing. Meal service chaotic and seemingly no order to service with people around us bring served and others missed. Ran out of one of the choices and vegetarian meal offered which was in edible. Bread roll on some trays and not others. No hot drink offered. Although a range of entertainment choices nothing much appealed as many were Arabic or Bollywood. Overall not as good as the previous leg of the trip on Qantas. I would not choose Emirates again.,Emirates ,Economy Class,AIRBUS A380,3x4x3
2,needs to review their seat comfort,M Bari,United States,28th January 2015,,Emirates needs to review their seat comfort. Seats are not comfortable and feel like seating on a plastic chair. Also please increase leg room and seat width.,Emirates ,Economy Class,BOEING 777-200,3x4x3
5,full flight was a total nightmare,Philippe Mariame,Ireland,19th November 2014,,Dublin to Dubai after take off the person in front reclined her seat during the whole fight till the breakfast time. During diner time I asked the air hostess to ask the lady to put her seat straight so I could eat my meal properly she said she cannot do that. So during the full flight it was a total nightmare. They tea/coffee tray after meal never show up after 45mins I ended up asking for a tea. I used to travel with Emirates before and I was always happy - but this time no tonic drink no tea till you ask and recline seat during all flight that enough for me.,Emirates ,Economy Class,BOEING 777,3x4x3
1,no space to move,A Henry,United Kingdom,19th November 2014,,Seated at the end of a 4 seat row. Each time food trolley came up I was bumped on shoulder. Also had water spilled by stewardess on me. People queuing for toilet standing in front of me. Not pleasant with just a wall in front of me. Everything too restricting no space to move. Also didn't get seat I had booked as someone at Dubai airport when I presented boarding pass changed my seat without saying!! And where are smiles these days. Not a good flight.,Emirates ,Economy Class,BOEING 777,3x4x3
2,no baby meals provided,S Holland,Australia,19th November 2014,,Bassinet seat. No baby seatbelt provided until we has started leaving the gate. No baby meals provided on 8hr flight DXB-MAN. Bassinet position meant it was impossible for me positioned by window to exit my seat without crawling under the bassinet as no room in front of seats. Entertainment system very good. Oriental meal consisted of coleslaw sandwich. No obvious flight attendant care as passenger walking around cabin just prior to landing. Free strollers from gate to baggage claim. Would not recommend for travelling with babies and infants.,Emirates ,Economy Class,BOEING 777-300,3x4x3
2,cushioning was non existent,J Burke,Australia,19th November 2014,,I am under 5' and thin. The seat recline button was broken/pushed in and did not recline. The passenger in the seat in front of me had their seat in the reclined position the entire flight from Melbourne to Dubai. The pain from sitting upright was unbearable. My back neck hips and bottom was that bad I put my blanket under my bottom just to relive the pain. It did not help. The cushioning was non existent and I am a petite person. Emirates in conjunction with Qantas pride themselves with their fleet. I was totally stressed out from not having any rest. I could not watch the seat back monitor as it was too close and getting out from my seat was difficult due to the seat in front of me being reclined. I have had many long haul flights but I would have to say this was the worst and most memorable.,Emirates ,Economy Class,BOEING 777,3x4x3
1,Emirates customer review,B Palmer,New Zealand,19th November 2014,,Very hard firm straight back seat with headrest positioned about shoulder blades and wouldn't shift. No lumbar support simply awful. Like sitting on a wooden backed dining chair with minimal padding. Fortunately only in it for 3.5 hours wouldn't have wanted to do long haul e.g. Brisbane/Dubai in it. Suffering made longer by plane having wrong waypoints laid in and spending a lot of the flight heading towards Sydney not Brisbane.,Emirates ,Economy Class,AIRBUS A380,3x4x3
3,the seats were so close,C Vickers,Australia,19th November 2014,,We returned home 3 days ago flying from Venice to Dubai in 777. My husband is tall so we had asked for exit seats After arriving at the airport early (at 5.30 am in the hope of getting an exit seat) for a 10.10am flight. We were told sorry but all exit seats had already been reserved for Melbourne travellers (we are from NZ). The flight to Dubai was an horrendous 6 hours the seats were so close and five minutes into the flight while we were still climbing the woman and man in front of us put their seats back! It was a hell ride one we wont be repeating.,Emirates ,Economy Class,BOEING 777,3x4x3
8,staff attentive and polite,Murray Nettheim,Australia,19th November 2014,,Sydney-Dubai-Sydney. Staff attentive and polite. WiFi you get 10MB free and pay $1US for an additional 10MB. It took me some time to connect but once I did was all good. Food quality is very good unfortunately not much variety. Entertainment was great - the earphones were not good and were quickly replaced.,Emirates ,Economy Class,AIRBUS A380,3x4x3
1,3x4x3 configuration is too tight,Ralston Grose,Australia,16th July 2014,,"Emirates have tried to squeeze the last drop out of the orange in their economy seats and seating plan in their B777. The 3x4x3 configuration is too tight for this aircraft and makes the aisle just wide enough for the food cart. If in any aisle seat you will be hit every time they come past. The seat width and legroom is fine if you are an 8 year old child but for someone who is 6"" 1' it is not a pleasurable experience.",Emirates ,Economy Class,BOEING 777,3x4x3
5,really dislike this configuration,Gabriel Low,Singapore,3rd March 2014,,I was disappointed with the 3x4x3 configuration on the aircraft. The services provided by the crew was pleasant the PTV was nice but what is bothering me the most are the seat width and access in/out of the seat. The seat width was really narrow and basically you would make contact with the passenger beside you all the time. And accessing in/out of the seat will disturb the passenger beside you which probably both of you will need to stand up for you to access out/in. The aisles are also narrow due to the 3x4x3 configuration. I really dislike this configuration.,Emirates ,Economy Class,BOEING 777-300ER,3x4x3
2,very narrow seats and aisles,Gerald Mackay,United Kingdom,3rd March 2014,,Very narrow seats and aisles. Very uncomfortable if your neighbour is large. In the aisle seat you are continually knocked by staff passing up and down aisle. The good legroom is gained by reducing the cushioning on the seat so they soon become uncomfortable on a long flight. and if the person in front reclines the seat the advantage of the legroom is sacrificed.,Emirates ,Economy Class,BOEING 777-300,3x4x3
8,the seats are comfortable,F Koenig,Germany,3rd March 2014,,Legroom is good and the seats are comfortable.,Emirates ,Economy Class,BOEING 777,3x4x3
5,drink service was efficient,P Smith,Australia,29th January 2014,,Auckland to Brisbane. We had chosen seats 52J and 52K bulkhead seats in the first row of the second economy class cabin which did offer more leg room. They are located next to the galley so you get a lot of noise from that area. This did not bother me at all but on a much longer flight if you wanted to sleep may have been a bad choice. The hot towels were very welcome and also the drink service was efficient. When the evening meal was served we seemed to wait ages for the cart to appear at our row. We were offered the choice offered on the menu of Beef or Salmon and then immediately told the Salmon had run out some time ago. Then why offer it? Our row was not offered tea or coffee during the meal service. Just prior to landing the female flight attendant decided to tidy her hair and apply make-up in the galley mirror which took some time she should have done this out of sight of passengers. I think Singapore and Thai in my opinion offer much more for economy passengers.,Emirates ,Economy Class,AIRBUS A380,3x4x3
2,we were so disappointed,Uwe Peiter,Germany,24th January 2014,,I am 175 cm tall and weight 78 kg. FRA via DXB to PER and back. Seat comfort is comparable to a cheap charter airline. I cannot understand how Emirates has such a good performance rating. We were so disappointed to Emirates because of the service and the quality of seating. I am sure we will choose for our next longhaul flight SIA again. SIA and THAI has a better Service and better seating comfort.,Emirates ,Economy Class,BOEING 777-300ER,3x4x3
2,most uncomfortable journey I have made,S North,United States,22nd January 2014,,"I have made many long haul flights out of Washington DC including some 17 hour flights to Narita Japan but this 14 hour flight was by far the worst and most uncomfortable journey I have ever made. I usually get up frequently to help with leg swelling but sitting in the middle of the 4 pack of seats was nearly impossible getting out even for me as a 5'7"" thin build woman. General back pain and discomfort for the entire flight. I wish I could say the entertainment made up for it but it was in no way worth it over other comparative flying experiences I have had on airlines like British Airways and Qatar. I was generally looking forward to flying Emirates after hearing great things but do your body a favor and avoid this economy flight if at all possible.",Emirates ,Economy Class,Boeing 777-300ER,3x4x3
1,economy seats are totally uncomfortable,Nina Smith,United Kingdom,17th January 2014,,I really don't know how all the other airlines have much more space than this one. First of all how can they be number 1 airline when economy seats are totally uncomfortable? Configuration 3x4x3 is too much because as a passenger you don't have enough space and also for cabin crew who are struggling to pass with all service trolleys. Also between the services you need to be careful not to be hit by cart on - knee leg or shoulder. As someone mentioned before it's so poor ambience when you see full cabin with all the luggage bags and poor cabin crew who don't have space for all this stuff. What are they willing to do just to have more money?,Emirates ,Economy Class,BOEING 777-300ER,3x4x3
7,good food and decent entertainment,M Drenic,Thailand,13th January 2014,,The A380 is great and Economy class BKK - Hong Kong is really acceptable. Good food and decent entertainment but they didn't offer wine and passengers didn't know you had to ask for it. The one thing I didn't like was the quality of the headphones and the background hiss was awful however I also have a hearing problem but this was terrible. I ended up watching a film on the laptop.,Emirates ,Economy Class,AIRBUS A380,3x4x3
5,head is pressed forward,D Knuth,Spain,10th January 2014,,We flew with A380. The seats with this headrest behind your head is a disaster. Your head is pressed forward all the time - many people were complaining about this. You cannot sit relaxed with your head to the back like in the normal Boeing.,Emirates ,Economy Class,AIRBUS A380,3x4x3
8,had enough space,Kilian Osterhammer,Germany,6th January 2014,,"It was my first flight with Emirates and with an A380 and I (192m) had enough space for my long legs which is not usual in economy-class when you are tall. While I slept my legs touched the seat in front of me but I'm used to that. People of ""normal"" size shouldn't have problems with the space. The TV-Screen and the entertainment system was very good and had a large choice of movies and music.",Emirates ,Economy Class,AIRBUS A380,3x4x3
2,seats are not wide enough,Glenn Ainscough,United Kingdom,6th January 2014,,The seats are not wide enough at all the return flight my backside started to ache as 7 hrs is a long flight on uncomfortable seats. TV is OK but the system is dated on the 777 and was a bit grubby. I flew on 3 of these and only one had a nice TV on the other hand the A380 was much more comfortable and a much better flight I guess because of the added room.,Emirates ,Economy Class,BOEING 777-300ER,3x4x3
4,deeply uncomfortable and unsafe,Kim Chance,Australia,6th January 2014,,"The 3x4x3 seat configuration in a 777 is deeply uncomfortable and unsafe. I am not an unusual build for a western male at 6'2"" and 110 kilograms but I cannot get into anything but an aisle seat where the aisle is so narrow that cabin staff have to ask me to move my upper body across the neighbouring passenger so they can get their trolleys past me. The risk of having scalding water spilt all over me while they are serving coffee is always there and it does happen although not to me yet. I understand Qatar have a 3x3x3 configuration I think that is my next airline.",Emirates ,Economy Class,BOEING 777-300ER,3x4x3
4,seat was narrow,R West,Thailand,6th January 2014,,Seat was narrow as many other people have mentioned. Legroom was okay but I was never comfortable - fortunately my flight was only 7 hours (MEL-SIN). The squab seems to move when the seat is reclined meaning most people didn't try to recline their seats - which helped with room for the knees.,Emirates ,Economy Class,BOEING 777-300,3x4x3
8,good seat was able to sleep,W van Hal,Netherlands,6th January 2014,,Good seat was able to sleep. The bottom half moves forward when the back is reclined offering better comfort.,Emirates ,Economy Class,AIRBUS A380,3x4x3
2,flight is truly miserable,Ian Pavey,Australia,24th October 2013,,The Boeing 777 was not designed for 3x4x3 seating. It's horrible and if you have the misfortune to be seated next to a larger person your 11 hour flight is truly miserable. Never again - Qatar for me from now on.,Emirates ,Economy Class,BOEING 777-300ER,3x4x3
2,horrible cushioning,Tze Lim,Australia,24th October 2013,,All good except for the horrible cushioning. I had to tuck 3 pillows under me for the entire 7 hour flight.,Emirates ,Economy Class,BOEING 777-300ER,3x4x3
4,narrow seat and aisles,N Jeram,Australia,24th October 2013,,First time on a B777-300ER. Seat 45C was the last seat before the rows with two seats started. Good recline (no one behind) but narrow seat and aisles are way too narrow so bumped constantly. Noisier than A380 so a long way (DBX-SYD) to put up with discomfort.,Emirates ,Economy Class,BOEING 777-300ER,3x4x3
8,did not seem overly cramped,C Hartwell,United Kingdom,24th October 2013,,Manchester to Dubai. There were 3 of us travelling (2 adults and a 5 year old) and we had 3 of the centre 4 seats. Row 36 had a wall behind it but the seat seemed to fully recline and we could store pillows etc behind the seat and no one could kick us. We were close to the galley and toilet but that did not bother us. The seat had the new ICE which was fantastic with a huge range of movies tv shows and music and widescreen monitor. We were not bothered by the 4 seats in the middle it did not seem overly cramped and the lack of a footrest was fine. The recline was very good seat comfortable and I was able to stretch my legs under the seat in front. I am 5'11 and 15 stones. The food was very good and good choice of drinks.,Emirates ,Economy Class,BOEING 777-300ER,3x4x3
4,always very uncomfortable,Bharathi Raja,India,20th April 2013,,I travelled quite a few times in B777-300ER from DXB-GRU Flight time is around 14 hours. It is always very uncomfortable to seated in 3x4x3 configuration as compared to Qatar airways 3x3x3 configuration. Sadly Emirates sacrifices the economy passengers comfort for higher revenue per seat.,Emirates ,Economy Class,BOEING 777-300ER,3x4x3
2,seats were not comfortable,Ashutosh Garg,India,20th April 2013,,DEL-DXB-DEL A330s are the oldest aircraft in emirates fleet. Seats were not comfortable and meals served were just above average. Both flights were on time but staff was rude at delhi airport. Will prefer not to fly again.,Emirates ,Economy Class,AIRBUS A330,2x4x2
3,difficult to get in and out,A Kamarulzaman,Singapore,20th April 2013,,Extremely difficult to get in and out if you are sitting not beside the aisle. Situation gets worse if you get a fairly big size passenger. Consolation was the in flight entertainment.,Emirates ,Economy Class,BOEING 777-300,3x4x3
8,bulk head seats were excellent,K Hunt,New Zealand,20th April 2013,,I flew Auckland to London with a 9 month old and I thought cabin crew and bulk head seats were excellent. I was nervous about flying on my own with a baby but had no problems. The passengers I sat next to we're very friendly and helpful which was a godsend. A380's have great space if you need to stretch your legs (this is compared to other planes you are still in a plane you're not going to be able to jog around). Food nice entertainment looked excellent seats were hard so had to try and work it a comfy position. Probably impossible. They weren't worse than a lot of other airlines. Didn't like Dubai airport - so busy and airside hotel not open in the A380 terminal and after asking unhelpful customer services how I could get to the other terminals I only had an hour and they only had smoking rooms.,Emirates ,Economy Class,AIRBUS A380,3x4x3
7,feeling of a bit more privacy,Jeremy Little,United States,20th April 2013,,"Flew IAD-DXB in 28A and then DXB-IAD in 46K. The reviews you will read about the 2x4x2 section at the very rear of the aircraft are true. 46K had more legroom space between the seat and the window and an overall feeling of a bit more privacy. The cons to 46K are that the armrest between 46J and K is a permanent one that cannot be raised or lowered. This might have eaten into the already slim seat width a bit but it did not bother me being 5'8"" and average size. Another con to being at the very back of the plane is that it takes a long time to deplane and they were out of the meal I wanted by the time they got to me. 28A was just fine but only because there was no one in the middle seat next to me. Originally there was and after the doors we closed the FA came and found him an aisle seat to move to. Before he moved however I was already sore from leaning against the window just so our shoulders wouldn't touch. Had he stayed there the entire 13.5 hr flight that would have been terrible. The 3x4x3 layout overall is a bad idea for passenger comfort. Not only are the seats shoulder- touchingly narrow but the other comments you've read about the aisle width are very true. I had to sidestep down the aisles to try and avoid bumping other passengers. And at meal/drink service time? Forget it. I did not have a problem with the lack of a footrest as some have commented. Sure it would have been nice to have but my feet touched the floor just fine and I'm 5'8"". If this is a problem for you I'd suggest using your carry on or as I read in a different forum bring a beach ball with you. When not inflated it takes up almost no room it costs $1 and if you partially inflate it it won't roll and makes a good makeshift footrest.",Emirates ,Economy Class,BOEING 777-300ER,3x4x3
9,so seating is now 2-4-2,Alan Punter,United Kingdom,20th April 2013,,Seats 46A-B 46J-K and the same in row 47 are good seats on the B777. This is where the plane narrows so seating is now 2-4-2. There are 4 rows with 2 seats left and right but the best seats are row 46/47 you are far enough away from the toilets not to be bothered by pax queuing.,Emirates ,Economy Class,BOEING 777,3x4x3
3,just perpetually uncomfortable,A Muir,United Kingdom,15th February 2013,,Just perpetually uncomfortable. I am a male 6' and of average height. The only thing that makes Emirates economy class bearable is the entertainment. We're looking to fly to New Zealand next year and trawling the airlines to fly virtually anyone except Emirates.,Emirates ,Economy Class,BOEING 777,3x4x3
1,there are no foot rests,Neil Henshall,United Kingdom,22nd January 2013,,The seat goes up at the front and I had to take off my shoes and put my feet on them to avoid cutting the blood circulation. My wife put her feet on top of her handbag. There are no foot rests. I have another flight prebooked with Emirates but after that I will not use Emirates again. I have no idea what size person you would have to be to be comfortable on one of their planes.,Emirates ,Economy Class,BOEING 777-300,3x4x3
8,seats were decent enough,Hanafi Ali,Singapore,10th January 2013,,The seats were decent enough for my liking. Not the best in the world or anything like that. Besides I didn't really care all that much. I cared more about the legroom and head rest.The head room leaves much to be desired though.,Emirates ,Economy Class,AIRBUS A380,3x4x3
1,made the journey almost unbearable,Joanna Beeson,United States,1st January 2013,,I flew Emirates for the first time and this will be my last time on the 777-300 with their seat configuration of adding the extra seat to each row in economy. You could not walk down the aisle without bumping into some poor person sitting in the aisle seat. Which is probably your best seat if you don't want to feel too closed in. The narrow seats made the journey almost unbearable. I flew the 14 hour leg from Houston to Dubai then 10 hours to Perth Australia. The seats were just way to uncomfortable narrow and very little seat cushioning. I will return my loyal patronage back to Qantas for my USA - Australia hauls!,Emirates ,Economy Class,BOEING 777-300,3x4x3
2,seat layout horrific,Anne Billington,United Kingdom,22nd October 2011,,B777-300 3x4x3 seat layout horrific. No leg room very narrow seats. No footrests unable to recline chair due to pain in thighs. Pain in shoulders from leaning to left into window to avoid person in middle. This seating configuration would only be bearable for a short haul flight. 6.5 hours MRU-DXB very uncomfortable. Terrible swelling in feet and ankles. Very difficult to get out of seats. Unfortunate pax in middle has nowhere to go and has to use armrests unless they want to sit with their arms above their head. As soon as person in front reclines their seat you get cross eyes from trying to watch the IFE from a distance of around 3 inches.,Emirates ,Economy Class,BOEING 777-300,3x4x3
